"","Provider.ID","Hospital.Name","ZIP.Code","County.Name","Phone.Number","HCAHPS.Measure.ID","HCAHPS.Question","HCAHPS.Answer.Description","HCAHPS.Answer.Percent","Number.of.Completed.Surveys","Survey.Response.Rate.Percent","Footnote","Measure.Start.Date","Measure.End.Date","Location","Location.1"
"1189",460054,"CACHE VALLEY SPECIALITY HOSPITAL",84341,"CACHE",4.36e+09,"H_COMP_1_A_P","Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",79,"Between 100 and 299",60,NA,"01/01/2013 12:00:00 AM","########","2380 NORTH 400 EAST
NORTH LOGAN, UT 84341
(41.77553825700005, -111.82310081999998)","2380 NORTH 400 EAST
NORTH LOGAN, UT
(41.77553825700005, -111.82310081999998)"
"1190",460017,"BRIGHAM CITY COMMUNITY HOSPITAL",84302,"BOX ELDER",4.36e+09,"H_COMP_3_A_P","Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",68,"Between 100 and 299",37,NA,"01/01/2013 12:00:00 AM","########","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
"1191",460059,"LANDMARK HOSPITAL OF SALT LAKE CITY, LLC",84107,"SALT LAKE",8.01e+09,"H_COMP_3_SN_P","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","4252 S BIRKHILL BLVD
MURRAY, UT 84107
(40.678414359000044, -111.89280785599999)","4252 S BIRKHILL BLVD
MURRAY, UT
(40.678414359000044, -111.89280785599999)"
"1192",460051,"JORDAN VALLEY MEDICAL CENTER",84088,"SALT LAKE",8.02e+09,"H_COMP_2_U_P","Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",17,"300 or more",28,NA,"01/01/2013 12:00:00 AM","########","3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
"1193",460033,"GARFIELD MEMORIAL HOSPITAL",84759,"GARFIELD",4.36e+09,"H_CLEAN_HSP_U_P","Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",17,"Fewer than 100",31,6,"01/01/2013 12:00:00 AM","########","200 NORTH 400 EAST
PANGUITCH, UT 84759
(37.82597250800006, -112.42784327299995)","200 NORTH 400 EAST
PANGUITCH, UT
(37.82597250800006, -112.42784327299995)"
"1194",460060,"LONE PEAK HOSPITAL",84020,"SALT LAKE",8.02e+09,"H_QUIET_HSP_SN_P","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","11925 S STATE STREET
DRAPER, UT 84020
(40.53459279700007, -111.89148067299999)","11925 S STATE STREET
DRAPER, UT
(40.53459279700007, -111.89148067299999)"
"1195",460013,"MOUNTAIN VIEW HOSPITAL",84651,"UTAH",8.01e+09,"H_COMP_5_A_P","Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",61,"300 or more",38,NA,"01/01/2013 12:00:00 AM","########","1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
"1196",461300,"DELTA COMMUNITY MEDICAL CENTER",84624,"MILLARD",4.36e+09,"H_COMP_2_SN_P","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",2,"Fewer than 100",34,6,"01/01/2013 12:00:00 AM","########","126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.34974253100006, -112.56026558899998)","126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.34974253100006, -112.56026558899998)"
"1197",460019,"UINTAH BASIN MEDICAL CENTER",84066,"DUCHESNE",4.36e+09,"H_COMP_2_U_P","Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,"300 or more",27,NA,"01/01/2013 12:00:00 AM","########","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
"1198",460035,"BEAVER VALLEY HOSPITAL",84713,"BEAVER",4.35e+09,"H_COMP_2_SN_P","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",0,"Fewer than 100",28,10,"01/01/2013 12:00:00 AM","########","1109 NORTH 100 WEST
BEAVER, UT 84713
(38.289840242000025, -112.64318848899995)","1109 NORTH 100 WEST
BEAVER, UT
(38.289840242000025, -112.64318848899995)"
"1199",461310,"BLUE MOUNTAIN HOSPITAL",84511,"SAN JUAN",4.36e+09,"H_COMP_5_U_P","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",27,"Fewer than 100",24,10,"01/01/2013 12:00:00 AM","########","802 SOUTH 200 WEST
BLANDING, UT 84511
(37.613404082000045, -109.48153782299994)","802 SOUTH 200 WEST
BLANDING, UT
(37.613404082000045, -109.48153782299994)"
"1200",460026,"SEVIER VALLEY MEDICAL CENTER",84701,"SEVIER",4.36e+09,"H_QUIET_HSP_U_P","Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",35,"Between 100 and 299",37,NA,"01/01/2013 12:00:00 AM","########","1000 NORTH MAIN STREET
RICHFIELD, UT 84701
(38.78209039200004, -112.08475199999998)","1000 NORTH MAIN STREET
RICHFIELD, UT
(38.78209039200004, -112.08475199999998)"
"1201",460023,"AMERICAN FORK HOSPITAL",84003,"UTAH",8.02e+09,"H_COMP_3_A_P","Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",67,"300 or more",40,NA,"01/01/2013 12:00:00 AM","########","170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
"1202",460060,"LONE PEAK HOSPITAL",84020,"SALT LAKE",8.02e+09,"H_COMP_5_U_P","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","11925 S STATE STREET
DRAPER, UT 84020
(40.53459279700007, -111.89148067299999)","11925 S STATE STREET
DRAPER, UT
(40.53459279700007, -111.89148067299999)"
"1203",461304,"CENTRAL VALLEY MEDICAL CENTER - CAH",84648,"JUAB",4.36e+09,"H_COMP_2_A_P","Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",93,"Between 100 and 299",46,NA,"01/01/2013 12:00:00 AM","########","48 WEST 1500 NORTH
NEPHI, UT 84648
(39.730628066000065, -111.83705088599999)","48 WEST 1500 NORTH
NEPHI, UT
(39.730628066000065, -111.83705088599999)"
"1204",463301,"PRIMARY CHILDRENS HOSPITAL",84113,"SALT LAKE",8.02e+09,"H_COMP_3_SN_P","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","100 NORTH MARIO CAPECCHI DRIVE
SALT LAKE CITY, UT 84113
(40.76630043500006, -111.83674326999994)","100 NORTH MARIO CAPECCHI DRIVE
SALT LAKE CITY, UT
(40.76630043500006, -111.83674326999994)"
"1205",461310,"BLUE MOUNTAIN HOSPITAL",84511,"SAN JUAN",4.36e+09,"H_COMP_5_A_P","Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",60,"Fewer than 100",24,10,"01/01/2013 12:00:00 AM","########","802 SOUTH 200 WEST
BLANDING, UT 84511
(37.613404082000045, -109.48153782299994)","802 SOUTH 200 WEST
BLANDING, UT
(37.613404082000045, -109.48153782299994)"
"1206",460057,"PARK CITY MEDICAL CENTER",84060,"SUMMIT",4.36e+09,"H_QUIET_HSP_SN_P","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",3,"300 or more",41,NA,"01/01/2013 12:00:00 AM","########","900 ROUND VALLEY DRIVE
PARK CITY, UT 84060
(40.68647486900005, -111.46651672699994)","900 ROUND VALLEY DRIVE
PARK CITY, UT
(40.68647486900005, -111.46651672699994)"
"1207",460014,"MOUNTAIN WEST MEDICAL CENTER",84074,"TOOELE",4.36e+09,"H_CLEAN_HSP_A_P","Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",70,"300 or more",34,NA,"01/01/2013 12:00:00 AM","########","2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
"1208",461302,"MOAB REGIONAL HOSPITAL",84532,"GRAND",4.36e+09,"H_CLEAN_HSP_A_P","Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","450 WEST WILLIAMS WAY
MOAB, UT 84532
(38.57432819300004, -109.56012378099996)","450 WEST WILLIAMS WAY
MOAB, UT
(38.57432819300004, -109.56012378099996)"
"1209",460017,"BRIGHAM CITY COMMUNITY HOSPITAL",84302,"BOX ELDER",4.36e+09,"H_COMP_7_A","Patients who â€œAgreeâ€ they understood their care when they left the hospital","Patients who â€œAgreeâ€ they understood their care when they left the hospital",37,"Between 100 and 299",37,NA,"01/01/2013 12:00:00 AM","########","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
"1210",460039,"BEAR RIVER VALLEY HOSPITAL",84337,"BOX ELDER",4.35e+09,"H_COMP_7_D_SD","Patients who â€œDisagreeâ€ or â€œStrongly Disagreeâ€ they understood their care when they left the hospital","Patients who â€œDisagreeâ€ or â€œStrongly Disagreeâ€ they understood their care when they left the hospital",4,"Fewer than 100",36,6,"01/01/2013 12:00:00 AM","########","905 NORTH 1000 WEST
TREMONTON, UT 84337
(41.72342380200007, -112.18143967599997)","905 NORTH 1000 WEST
TREMONTON, UT
(41.72342380200007, -112.18143967599997)"
"1211",460009,"UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS",84132,"SALT LAKE",8.02e+09,"H_RECMND_DY","Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",81,"300 or more",31,NA,"01/01/2013 12:00:00 AM","########","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
"1212",460043,"OREM COMMUNITY HOSPITAL",84057,"UTAH",8.02e+09,"H_HSP_RATING_7_8","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""7"" or ""8"" (medium)",10,"300 or more",44,NA,"01/01/2013 12:00:00 AM","########","331 NORTH 400 WEST
OREM, UT 84057
(40.30326027600006, -111.70545684599995)","331 NORTH 400 WEST
OREM, UT
(40.30326027600006, -111.70545684599995)"
"1213",460026,"SEVIER VALLEY MEDICAL CENTER",84701,"SEVIER",4.36e+09,"H_COMP_3_U_P","Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",16,"Between 100 and 299",37,NA,"01/01/2013 12:00:00 AM","########","1000 NORTH MAIN STREET
RICHFIELD, UT 84701
(38.78209039200004, -112.08475199999998)","1000 NORTH MAIN STREET
RICHFIELD, UT
(38.78209039200004, -112.08475199999998)"
"1214",460042,"LAKEVIEW HOSPITAL",84010,"DAVIS",8.01e+09,"H_COMP_5_A_P","Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",63,"300 or more",39,NA,"01/01/2013 12:00:00 AM","########","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
"1215",461302,"MOAB REGIONAL HOSPITAL",84532,"GRAND",4.36e+09,"H_CLEAN_HSP_U_P","Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","450 WEST WILLIAMS WAY
MOAB, UT 84532
(38.57432819300004, -109.56012378099996)","450 WEST WILLIAMS WAY
MOAB, UT
(38.57432819300004, -109.56012378099996)"
"1216",460006,"LDS HOSPITAL",84143,"SALT LAKE",8.01e+09,"H_COMP_4_U_P","Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",23,"300 or more",37,NA,"01/01/2013 12:00:00 AM","########","8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
"1217",461310,"BLUE MOUNTAIN HOSPITAL",84511,"SAN JUAN",4.36e+09,"H_RECMND_DY","Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",65,"Fewer than 100",24,10,"01/01/2013 12:00:00 AM","########","802 SOUTH 200 WEST
BLANDING, UT 84511
(37.613404082000045, -109.48153782299994)","802 SOUTH 200 WEST
BLANDING, UT
(37.613404082000045, -109.48153782299994)"
"1218",461304,"CENTRAL VALLEY MEDICAL CENTER - CAH",84648,"JUAB",4.36e+09,"H_COMP_2_U_P","Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",7,"Between 100 and 299",46,NA,"01/01/2013 12:00:00 AM","########","48 WEST 1500 NORTH
NEPHI, UT 84648
(39.730628066000065, -111.83705088599999)","48 WEST 1500 NORTH
NEPHI, UT
(39.730628066000065, -111.83705088599999)"
"1219",460014,"MOUNTAIN WEST MEDICAL CENTER",84074,"TOOELE",4.36e+09,"H_COMP_1_U_P","Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",18,"300 or more",34,NA,"01/01/2013 12:00:00 AM","########","2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
"1220",460005,"OGDEN REGIONAL MEDICAL CENTER",84405,"WEBER",8.01e+09,"H_RECMND_DY","Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",70,"300 or more",36,NA,"01/01/2013 12:00:00 AM","########","5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
"1221",460023,"AMERICAN FORK HOSPITAL",84003,"UTAH",8.02e+09,"H_COMP_2_U_P","Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,"300 or more",40,NA,"01/01/2013 12:00:00 AM","########","170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
"1222",460058,"RIVERTON HOSPITAL",84065,"SALT LAKE",8.01e+09,"H_CLEAN_HSP_U_P","Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",18,"300 or more",39,NA,"01/01/2013 12:00:00 AM","########","3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
"1223",460043,"OREM COMMUNITY HOSPITAL",84057,"UTAH",8.02e+09,"H_COMP_5_SN_P","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",7,"300 or more",44,NA,"01/01/2013 12:00:00 AM","########","331 NORTH 400 WEST
OREM, UT 84057
(40.30326027600006, -111.70545684599995)","331 NORTH 400 WEST
OREM, UT
(40.30326027600006, -111.70545684599995)"
"1224",460052,"TIMPANOGOS REGIONAL HOSPITAL",84057,"UTAH",8.02e+09,"H_COMP_2_SN_P","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",4,"300 or more",38,NA,"01/01/2013 12:00:00 AM","########","750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
"1225",461300,"DELTA COMMUNITY MEDICAL CENTER",84624,"MILLARD",4.36e+09,"H_COMP_1_U_P","Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",18,"Fewer than 100",34,6,"01/01/2013 12:00:00 AM","########","126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.34974253100006, -112.56026558899998)","126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.34974253100006, -112.56026558899998)"
"1226",461307,"HEBER VALLEY MEDICAL CENTER",84032,"WASATCH",4.36e+09,"H_HSP_RATING_0_6","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""6"" or lower (low)",4,"Fewer than 100",36,6,"01/01/2013 12:00:00 AM","########","1485 SOUTH HIGHWAY 40
HEBER CITY, UT 84032
(40.488898352000035, -111.40908450799998)","1485 SOUTH HIGHWAY 40
HEBER CITY, UT
(40.488898352000035, -111.40908450799998)"
"1227",460060,"LONE PEAK HOSPITAL",84020,"SALT LAKE",8.02e+09,"H_CLEAN_HSP_A_P","Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","11925 S STATE STREET
DRAPER, UT 84020
(40.53459279700007, -111.89148067299999)","11925 S STATE STREET
DRAPER, UT
(40.53459279700007, -111.89148067299999)"
"1228",460009,"UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS",84132,"SALT LAKE",8.02e+09,"H_COMP_7_A","Patients who â€œAgreeâ€ they understood their care when they left the hospital","Patients who â€œAgreeâ€ they understood their care when they left the hospital",41,"300 or more",31,NA,"01/01/2013 12:00:00 AM","########","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
"1229",460039,"BEAR RIVER VALLEY HOSPITAL",84337,"BOX ELDER",4.35e+09,"H_QUIET_HSP_SN_P","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",4,"Fewer than 100",36,6,"01/01/2013 12:00:00 AM","########","905 NORTH 1000 WEST
TREMONTON, UT 84337
(41.72342380200007, -112.18143967599997)","905 NORTH 1000 WEST
TREMONTON, UT
(41.72342380200007, -112.18143967599997)"
"1230",461301,"FILLMORE COMMUNITY MEDICAL CENTER",84631,"MILLARD",4.36e+09,"H_COMP_3_A_P","Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",67,"Fewer than 100",32,10,"01/01/2013 12:00:00 AM","########","674 SOUTH HIGHWAY 99
FILLMORE, UT 84631
(38.953819775000056, -112.33996106599994)","674 SOUTH HIGHWAY 99
FILLMORE, UT
(38.953819775000056, -112.33996106599994)"
